Table S9. Functional annotation and RPKM values for all libraries.,,,,,,,,,
Locus,Functional Annotation,Hypoxia,At Infection,YEB+Pilch,Mefenoxam T,Mefenoxam C,Temp 0C,Temp 35C,Temp Room
PYU1_G009565,Similar to yceI: Putative metabolite transport protein yceI (Bacillus subtilis),0.081954,0.532539,0,0,0.515191,0.198698,0,0
PYU1_G009566,Similar to Rv2228c: Uncharacterized protein Rv2228c/MT2287 (Mycobacterium tuberculosis),0,0,0.049632,0,0.394727,0.548057,0.60626,0.193051
PYU1_G009567,Protein of unknown function,0,0,0,0,0,0,0.422618,0
PYU1_G009568,Similar to yceI: Putative metabolite transport protein yceI (Bacillus subtilis),0,0,0,0,0,0,0,0
PYU1_G009569,Similar to yceI: Putative metabolite transport protein yceI (Bacillus subtilis),0.116981,0.760145,0,0,0.367691,0.283622,0,0
PYU1_G009570,Similar to yceI: Putative metabolite transport protein yceI (Bacillus subtilis),0,0,0,0,0,0,0,0
PYU1_G009571,Similar to mcm6: DNA replication licensing factor mcm6 (Dictyostelium discoideum),1.8831,1.538297,3.471101,5.476892,3.394079,2.4863,4.180055,3.089807
PYU1_G009572,Protein of unknown function,6.777692,16.562441,8.057785,9.497834,6.100333,7.41711,12.980619,10.609135
PYU1_G009573,Similar to yceI: Putative metabolite transport protein yceI (Bacillus subtilis),0.49441,0.707788,0.852357,0.69098,0.385161,0.204667,0.436007,1.056427
PYU1_G009574,Similar to ACTA: Actin-1 (Phytophthora infestans),1609.522066,2194.382449,2901.894637,2218.685227,2009.799231,2936.885103,654.432358,723.842738
PYU1_G009575,Similar to DSPP: Dentin sialophosphoprotein (Homo sapiens),7.506845,15.411326,3.807767,5.776612,5.500278,7.471473,16.768739,3.491567
PYU1_G009576,Similar to At4g13010: Putative quinone-oxidoreductase homolog%2C chloroplastic (Arabidopsis thaliana),9.212174,20.894663,6.600359,17.712963,15.308023,7.465716,9.055565,4.797768
PYU1_G009577,Similar to DDB_G0274557: Uncharacterized histidine-rich protein DDB0167791 (Dictyostelium discoideum),590.550685,837.610491,376.369055,498.597637,717.184787,145.088426,261.748613,360.723729
PYU1_G009578,Similar to ZFYVE16: Zinc finger FYVE domain-containing protein 16 (Homo sapiens),2.103997,11.244144,1.298482,6.650033,4.269912,1.776218,2.082981,1.66366
PYU1_G009579,Protein of unknown function,61.39999,44.58561,46.557004,55.419646,58.620233,28.68595,19.914565,19.091545
PYU1_G009580,Similar to EMB8: Embryogenesis-associated protein EMB8 (Picea glauca),3.234418,3.755209,4.190037,4.705916,3.842103,2.901039,1.624254,1.997554
PYU1_G009581,Protein of unknown function,3.698788,2.040095,3.021359,1.858098,2.886444,3.482447,0.277869,4.527804
PYU1_G009582,Similar to EMB8: Embryogenesis-associated protein EMB8 (Picea glauca),3.35457,4.92544,3.798842,4.137538,2.835366,2.021026,1.28427,2.055726
PYU1_G009583,Similar to EMB8: Embryogenesis-associated protein EMB8 (Picea glauca),0,0.392993,0.382435,0,0.380191,1.466316,0.194644,0.195728
PYU1_G009584,Similar to ACTA: Actin-1 (Phytophthora infestans),140.585251,166.028997,137.546482,73.340492,76.375034,147.681627,34.834407,39.114544
PYU1_G009585,Protein of unknown function,19.42457,29.273341,21.143801,29.846688,30.301844,25.006407,16.324161,21.206416
PYU1_G009586,Similar to rplK: 50S ribosomal protein L11 (Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966)),68.189009,30.13364,112.679058,62.826494,66.228846,66.093132,50.214798,81.522051
PYU1_G009587,Similar to pkgB: Protein kinase 2 (Dictyostelium discoideum),18.341274,50.027512,32.488899,14.136345,23.603806,32.604189,28.703652,45.448311
PYU1_G009588,Similar to DDB_G0271670: Uncharacterized protein DDB_G0271670 (Dictyostelium discoideum),0,0.372921,0,0,0,0,0,0.023216
PYU1_G009589,Similar to iolA1: Methylmalonate semialdehyde dehydrogenase [acylating] 1 (Geobacillus thermodenitrificans (strain NG80-2)),24.464477,49.921751,25.005778,30.814848,15.775737,30.157007,30.588757,20.218809
PYU1_G009590,Similar to EMB8: Embryogenesis-associated protein EMB8 (Picea glauca),4.138127,1.527824,4.757693,6.783693,2.364887,5.698646,4.069218,5.864819
PYU1_G009591,Similar to ACTA: Actin-1 (Phytophthora infestans),1628.949206,2233.456759,2981.555999,2297.704643,2041.446529,3008.215454,668.404341,741.399771
PYU1_G009592,Similar to INCENP: Inner centromere protein (Gallus gallus),4.276786,2.120273,8.218244,8.269345,8.212141,10.954939,3.071672,5.849427
PYU1_G009593,Protein of unknown function,11.043227,0.790464,12.855725,13.957965,10.897176,21.32866,14.586075,21.559223
PYU1_G009594,Similar to TCF7L1: Transcription factor 7-like 1 (Homo sapiens),41.621887,31.465173,76.649432,37.97312,57.128307,41.798364,39.383254,102.467704
PYU1_G009595,Similar to TCHH: Trichohyalin (Homo sapiens),62.884774,39.541234,114.815379,86.297141,83.455672,81.27305,59.218025,169.881033
PYU1_G009596,Similar to OBF1: Ocs element-binding factor 1 (Zea mays),2.562934,7.565141,4.189497,2.189244,1.881062,1.496882,1.96009,2.744863
PYU1_G009597,Similar to Smarcc2: SWI/SNF complex subunit SMARCC2 (Mus musculus),5.408217,14.527537,16.264571,7.090421,5.666333,7.878862,10.260732,10.083554
PYU1_G009598,Similar to Hgs: Hepatocyte growth factor-regulated tyrosine kinase substrate (Rattus norvegicus),5.985042,10.51517,14.735382,10.90599,13.281204,5.222817,9.048847,13.066649
PYU1_G009599,Protein of unknown function,2.099762,6.876527,3.404083,1.703159,9.318785,0.32452,5.826302,0.216589
PYU1_G009600,Similar to CALD1: Caldesmon (Homo sapiens),0.358806,13.342585,0.496322,0.265443,2.960456,0,1.515649,0.145151
PYU1_G009601,Similar to Kiaa1530: Uncharacterized protein KIAA1530 (Mus musculus),4.541553,26.856375,11.839552,25.487472,6.618022,3.923623,4.205695,6.643754
PYU1_G009602,Similar to IPO5: Importin-5 (Homo sapiens),15.974665,52.17671,17.088808,10.795192,11.51888,3.559315,14.647725,12.025854
PYU1_G009603,Similar to rgs-2: Regulator of G-protein signaling rgs-2 (Caenorhabditis elegans),0.063919,0.207674,0,0,0.100455,0.051658,0,0
PYU1_G009604,Protein of unknown function,9.711689,20.715463,21.720697,5.153124,5.032775,10.947611,21.692311,30.168424
PYU1_G009605,Similar to DDB_G0274435: Putative uncharacterized protein DDB_G0274435 (Dictyostelium discoideum),13.300748,11.484079,21.973138,12.919185,14.897132,15.92083,14.067561,25.33064
PYU1_G009606,Protein of unknown function,7.112206,17.862636,14.440054,1.949855,3.520871,7.854672,17.712827,21.601872
PYU1_G009607,Similar to SLC47A2: Multidrug and toxin extrusion protein 2 (Homo sapiens),6.501618,18.240565,9.281218,16.687819,9.796502,9.908642,10.071443,6.579208
PYU1_G009608,Similar to aroP: Aromatic amino acid transport protein aroP (Salmonella typhi),0.083721,0,0,0.247746,0,0.135323,0.067362,0
PYU1_G009609,Similar to frlA: Putative fructoselysine transporter frlA (Escherichia coli O157:H7),6.146235,0,3.056092,2.984661,0.898238,3.311479,18.638112,2.981967
PYU1_G009610,Protein of unknown function,9.23343,4.161794,5.357794,3.790519,1.224642,3.381716,26.685029,6.598274
PYU1_G009611,Similar to PDCD5: Programmed cell death protein 5 (Bos taurus),174.224335,64.172723,226.362491,290.062677,200.016293,219.017928,253.219871,329.937076
PYU1_G009612,Similar to DOT1: Histone-lysine N-methyltransferase%2C H3 lysine-79 specific (Ashbya gossypii),0,0,0,3.963941,0.526303,0,0,0
PYU1_G009613,Similar to DDB_G0271670: Uncharacterized protein DDB_G0271670 (Dictyostelium discoideum),0,0,0,0,0.186918,0,0,0
PYU1_G009614,Similar to NLRC3: Protein NLRC3 (Homo sapiens),0,0,0,0,0,0,0,0
PYU1_G009615,Protein of unknown function,0,0,0,0,0,0,0,0.086365
PYU1_G009616,Similar to SLC47A2: Multidrug and toxin extrusion protein 2 (Oryctolagus cuniculus),18.569368,43.352016,13.547803,15.75203,12.136376,6.62749,4.601195,10.20052
PYU1_G009617,Similar to CCDC23: Coiled-coil domain-containing protein 23 (Taeniopygia guttata),6.814817,7.173618,6.657609,5.592678,6.385443,4.315229,11.190598,6.963733
PYU1_G009618,Similar to slc47a1: Multidrug and toxin extrusion protein 1 (Danio rerio),6.842694,16.586858,8.131154,10.732937,8.745358,7.274665,9.716411,7.196444
PYU1_G009619,Protein of unknown function,8.344012,19.968651,19.374398,3.818645,4.193979,10.083342,17.859748,26.18156
PYU1_G009620,Similar to RGAG4: Retrotransposon gag domain-containing protein 4 (Homo sapiens),0,0,0,0,0,0,0,0
PYU1_G009621,Similar to spir: Protein spire (Drosophila pseudoobscura pseudoobscura),6.377796,28.407872,7.889283,4.920504,6.674254,2.721418,6.212086,7.24045
PYU1_G009622,Similar to Ythdc1: YTH domain-containing protein 1 (Rattus norvegicus),4.846545,1.25658,8.631594,3.891233,4.133197,0.875185,2.400785,1.276698
PYU1_G009623,Similar to fab1: Putative FYVE finger-containing phosphoinositide kinase fab1 (Drosophila melanogaster),15.59661,4.998862,26.622825,6.005555,10.811146,8.541623,17.894144,23.90067
PYU1_G009624,Protein of unknown function,0.813294,5.295139,1.235487,1.504174,1.917248,0.903763,0.245391,1.311923
PYU1_G009625,Protein of unknown function,1.269827,0.773568,1.003714,0.93941,1.87092,0.89796,4.003794,0.833148
PYU1_G009626,Similar to lpg1691: Uncharacterized transporter lpg1691 (Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)),0,15.922013,0,0,0,0,0.031232,0
PYU1_G009627,Protein of unknown function,4.09824,1.651505,5.127772,3.233974,5.542044,0.616202,4.897593,1.028153
PYU1_G009628,Similar to Tmem128: Transmembrane protein 128 (Mus musculus),29.974284,69.45672,94.391451,27.91259,40.667791,63.000311,21.788536,45.125384
PYU1_G009629,Protein of unknown function,0.432384,0.702412,0.256328,0,0,0.349441,0.347896,0
PYU1_G009630,Protein of unknown function,10.431302,3.524301,18.216439,2.120994,5.793122,3.55417,5.944108,12.19049
PYU1_G009631,Protein of unknown function,0.324288,0.702412,0.446438,0,0.509648,0.174721,1.132836,0.349832
PYU1_G009632,Protein of unknown function,0,0,0,0,0,0,0.10016,0
PYU1_G009633,Similar to lpg1691: Uncharacterized transporter lpg1691 (Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)),0.88864,4.212342,0.409918,0.511541,0.271675,0,1.2657,0.139862
PYU1_G009634,Similar to spen: Protein split ends (Drosophila melanogaster),11.038631,24.594929,28.559662,17.310288,21.16372,15.169122,22.523899,34.170886
PYU1_G009635,Similar to PRPH: Peripherin (Homo sapiens),0.210335,1.025072,0,0,0,0,0.131157,0
PYU1_G009636,Protein of unknown function,2.774519,7.340024,7.49551,5.348175,3.195413,4.199302,18.104392,11.172594
PYU1_G009637,Protein of unknown function,1.539379,3.979857,1.635624,1.812407,3.186736,0.639941,0.211197,0.283163
PYU1_G009638,Similar to recN: DNA repair protein recN (Vibrio cholerae serotype O1 (strain ATCC 39541 / Ogawa 395 / O395)),2.256762,6.800676,7.404639,3.212191,3.546705,9.743024,3.255709,4.119219
PYU1_G009639,Similar to SRP40: Suppressor protein SRP40 (Saccharomyces cerevisiae),62.21147,14.004499,119.58268,23.341387,35.05548,65.828249,116.044149,313.287462
PYU1_G009640,Similar to Tmem19: Transmembrane protein 19 (Mus musculus),11.575719,54.849724,39.985422,27.662356,23.281036,33.861819,19.987569,46.720846
PYU1_G009641,Protein of unknown function,17.499003,22.104176,34.36,16.752043,26.406534,53.086171,13.791875,38.113246
PYU1_G009642,Similar to ATAD2: ATPase family AAA domain-containing protein 2 (Homo sapiens),3.812838,2.846644,2.185465,3.111233,1.942492,2.502572,2.948215,2.108403
PYU1_G009643,Similar to vamp7B: Vesicle-associated membrane protein 7B (Dictyostelium discoideum),20.029077,21.249253,37.880496,23.207259,13.479136,22.04967,34.136137,53.663358
PYU1_G009644,Similar to fab1: Phosphatidylinositol-4-phosphate 5-kinase fab1 (Schizosaccharomyces pombe),0.835395,2.412634,2.028661,1.421445,2.695087,3.578257,3.431738,2.51209
PYU1_G009645,Protein of unknown function,3.823696,0,2.518648,0,0,0.515034,0.512757,2.062444
PYU1_G009646,Similar to fab1: Phosphatidylinositol-4-phosphate 5-kinase fab1 (Schizosaccharomyces pombe),0.660277,1.906893,1.681695,1.085487,2.075371,2.905254,2.715322,1.95879
PYU1_G009647,Similar to PPP2R5D: Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (Homo sapiens),7.291858,8.2929,9.001549,4.081551,6.074201,5.727389,2.641743,4.999942
PYU1_G009648,Protein of unknown function,1.190779,9.067653,2.151387,2.944825,2.386057,2.86988,2.432889,2.491161
PYU1_G009649,Protein of unknown function,1.100806,3.468161,5.199591,8.923513,4.865016,9.500292,1.288302,3.670506
PYU1_G009650,Protein of unknown function,0,0,0.143008,0,0.284338,3.904004,0.582283,0
PYU1_G009651,Similar to TPRXL: Putative protein TPRXL (Homo sapiens),0.061348,0,1.454736,0.363077,0.771306,0.099159,0.148081,0.19854
PYU1_G009652,Similar to DDB_G0287399: P17/29C-like protein DDB_G0287399 (Dictyostelium discoideum),0.736171,0,0.264498,0.594125,0.525891,0.270433,0.352701,0.162442
PYU1_G009653,Protein of unknown function,0.279681,0,0.221069,0.551749,0.586058,0.22603,0.300041,0.150856
PYU1_G009654,Similar to Ankrd28: Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (Mus musculus),0.051443,0.16714,0.040663,0,0,0,0,0
PYU1_G009655,Similar to Nox1: NADPH oxidase 1 (Mus musculus),0.052649,0.85528,0.041615,0,0.082742,0,0,0
PYU1_G009656,Similar to PRPF19: Pre-mRNA-processing factor 19 (Homo sapiens),31.051523,46.353909,44.868831,29.519689,34.426835,35.070531,25.489534,37.978783
PYU1_G009657,Similar to dram: Damage-regulated autophagy modulator (Xenopus tropicalis),0.119602,1.165768,0,0,0,0.096659,0.052927,0
PYU1_G009658,Protein of unknown function,3.545589,33.172717,1.43109,1.339406,3.556731,1.646108,0.728369,1.40381
PYU1_G009659,Similar to KOB1: Probable voltage-gated potassium channel subunit beta (Oryza sativa subsp. japonica),55.245014,20.49368,14.358082,5.025309,6.672239,20.978873,13.566211,13.249152
PYU1_G009660,Protein of unknown function,0.153039,0.994455,0.241935,0.45287,0.252541,0.123682,0,0.123821
PYU1_G009661,Protein of unknown function,0,0.963378,0,0,0,0.239634,0,0
PYU1_G009662,Similar to KOB1: Probable voltage-gated potassium channel subunit beta (Oryza sativa subsp. japonica),30.765393,15.953542,3.685969,4.693023,3.64277,14.046938,4.105389,2.783415
PYU1_G009663,Similar to KOB1: Probable voltage-gated potassium channel subunit beta (Oryza sativa subsp. japonica),46.171175,17.253667,6.275104,1.904783,7.072861,3.121264,5.697014,2.430367
PYU1_G009664,Protein of unknown function,0,0,0,0,0,0.379201,0,0
PYU1_G009665,Similar to KOB1: Probable voltage-gated potassium channel subunit beta (Oryza sativa subsp. japonica),572.228157,253.438807,442.602226,140.928867,177.226243,705.204262,486.956445,489.819646
PYU1_G009666,Similar to KOB1: Probable voltage-gated potassium channel subunit beta (Oryza sativa subsp. japonica),13.744917,5.12342,6.160312,5.411181,5.123327,5.016793,8.281244,4.52434
PYU1_G009667,Similar to KRTAP4-9: Keratin-associated protein 4-9 (Fragment) (Homo sapiens),2.499343,2.58818,1.127095,0.942915,0.963989,4.854199,3.371377,1.031222
PYU1_G009668,Protein of unknown function,1.206157,0,0,0,0,0,0.097047,0.097587
PYU1_G009669,Similar to KOB1: Probable voltage-gated potassium channel subunit beta (Oryza sativa subsp. japonica),96.425064,50.046884,62.31446,19.992188,35.675366,103.369033,70.927277,66.90542
PYU1_G009670,Protein of unknown function,1.629693,0,0.257633,0,0,1.843902,0.26225,0
PYU1_G009671,Similar to KOB1: Probable voltage-gated potassium channel subunit beta (Oryza sativa subsp. japonica),588.798731,263.203389,464.195127,147.26848,183.620026,693.003725,518.195082,523.285057
PYU1_G009672,Similar to KOB1: Probable voltage-gated potassium channel subunit beta (Oryza sativa subsp. japonica),32.046935,14.531189,5.045162,2.964238,6.095413,2.658884,4.430348,2.449114
PYU1_G009673,Similar to DSPP: Dentin sialophosphoprotein (Homo sapiens),0.675046,1.709015,0.780549,1.112417,1.318265,0.906894,0.767451,0.710439
PYU1_G009674,Similar to SLC1A4: Neutral amino acid transporter A (Homo sapiens),1.378461,4.088159,0.952317,0.696787,1.054662,2.354933,1.821937,1.030345
PYU1_G009675,Protein of unknown function,0.169436,0,0,0,0.532569,0.445035,0,0.10967
PYU1_G009676,Protein of unknown function,0.277259,0,0,0,0,0.224073,0.223083,0.448649
PYU1_G009677,Similar to ABCD3: ATP-binding cassette sub-family D member 3 (Homo sapiens),23.12395,19.664378,16.075951,14.249414,11.43517,21.302451,13.542621,18.672015
PYU1_G009678,putative 40S ribosomal protein ,7224.576915,6986.679777,5963.207642,5542.922655,5925.764572,8207.910862,11208.86448,6850.687894
PYU1_G009679,Similar to Psmd9: 26S proteasome non-ATPase regulatory subunit 9 (Mus musculus),17.920165,34.025287,28.811778,36.759979,27.670236,22.257899,22.450331,24.849676
PYU1_G009680,Similar to GIYD1: GIY-YIG domain-containing protein 1 (Bos taurus),0.637283,1.035272,0.50373,0.942915,0,0.772552,0.230741,0.180464
PYU1_G009681,Similar to Four-domain proteases inhibitor (Melithaea caledonica),0.839272,2.045107,0.829235,1.552219,1.648739,0.847845,0.253229,0.763915
PYU1_G009682,Similar to Serine protease inhibitor dipetalogastin (Fragment) (Dipetalogaster maximus),0.389936,70.283713,0.231164,4.911232,4.408466,1.339325,0.470613,0.069013
PYU1_G009683,Similar to MUC7: Mucin-7 (Homo sapiens),1.448297,0.697118,1.708694,5.619111,6.145549,1.010076,0.345274,0.347195
PYU1_G009684,Similar to pan-1: Actin cytoskeleton-regulatory complex protein pan-1 (Neurospora crassa),2.717512,1.595089,1.030531,3.260039,3.790589,2.564341,0.47205,0.896612
PYU1_G009685,Protein of unknown function,1.754967,5.04903,4.13741,1.014864,1.482209,3.256713,7.653928,9.087385
PYU1_G009686,Similar to Uncharacterized protein C20orf54 homolog (Mus musculus),13.463909,46.78628,25.939146,19.635044,19.254333,17.264303,19.492416,32.980351
PYU1_G009687,candidate UDP-GlcNAc: phosphatidylinositol a-1%2C6-N-acetylglucosaminyltransferase,3.457896,4.811322,6.351676,2.032809,3.125686,2.297163,3.246819,6.198633
PYU1_G009688,Similar to Isocitrate dehydrogenase [NADP]%2C chloroplastic (Fragment) (Medicago sativa),33.284083,62.989832,53.184401,13.012229,9.460865,39.805721,265.313299,51.207905
PYU1_G009689,Similar to UPL3: E3 ubiquitin-protein ligase UPL3 (Arabidopsis thaliana),14.329306,7.484097,10.582704,10.966724,7.918197,10.877502,14.727624,9.169725
PYU1_G009690,Similar to FPR3: FK506-binding protein 3 (Yarrowia lipolytica),99.336448,221.030576,164.152884,206.191971,177.298897,105.227965,15.401939,59.282373
PYU1_G009691,Similar to NUDT13: Nudix hydrolase 13%2C mitochondrial (Arabidopsis thaliana),116.794415,52.969029,124.703683,124.40639,114.591185,200.139636,268.635429,162.979472
PYU1_G009692,Similar to TMEM184A: Transmembrane protein 184A (Bos taurus),62.165889,62.090991,62.976392,164.78762,144.776495,228.738632,22.121513,64.393485
PYU1_G009693,Similar to Myof: Myoferlin (Mus musculus),16.069601,68.1252,49.44802,26.566267,42.968255,28.415975,14.156673,45.289773
PYU1_G009694,Similar to lip2: Lipase 2 (Staphylococcus aureus (strain MRSA252)),0.705553,24.295842,0.121402,0,0.48276,1.384016,0.123578,0.745596
PYU1_G009695,Similar to lip2: Lipase 2 (Staphylococcus aureus (strain COL)),4.941892,1.639433,2.432557,1.231488,1.824749,3.008458,2.209953,0.606069
PYU1_G009696,Similar to lip2: Lipase 2 (Staphylococcus aureus (strain MRSA252)),1.961185,9.815551,2.319508,0.238397,1.139496,2.708498,2.782408,1.895138
PYU1_G009697,Similar to Snx16: Sorting nexin-16 (Mus musculus),30.993073,23.313751,32.863949,23.918876,27.204944,22.079882,17.740396,31.743877
PYU1_G009698,Similar to ANP2: Mitogen-activated protein kinase kinase kinase 2 (Arabidopsis thaliana),0,0.350641,0,0,0,0,0,0
PYU1_G009699,Similar to AIF: Putative apoptosis-inducing factor 1%2C mitochondrial (Drosophila melanogaster),8.710084,15.852731,10.992149,7.83424,5.18256,11.302169,10.901148,11.534161
PYU1_G009700,Protein of unknown function,56.291757,59.516254,62.871488,38.439344,45.484096,57.174785,103.833376,73.117123
PYU1_G009701,Similar to aroP: Aromatic amino acid transport protein aroP (Escherichia coli O6),3.594249,4.286837,1.940789,3.367001,4.949406,2.072713,2.156752,2.42715
PYU1_G009702,Protein of unknown function,2.983262,13.01507,4.869047,3.696721,7.823877,3.616486,2.604733,5.091377
PYU1_G009703,Protein of unknown function,0.265501,0,0.172193,0.644646,0,0.717435,0.626623,0.528764
PYU1_G009704,Protein of unknown function,0.576999,0,1.520265,2.845735,1.209075,1.088068,0.773755,0.933674
PYU1_G009705,Similar to Nox1: NADPH oxidase 1 (Mus musculus),0,0,0,0,0,0,0.04599,0
PYU1_G009706,Similar to NOX1: NADPH oxidase 1 (Homo sapiens),0,0.538395,0.087322,0,0,0,0,0
PYU1_G009707,Similar to Nox1: NADPH oxidase 1 (Mus musculus),0.065689,0.640276,0,0,0,0,0,0
PYU1_G009708,Similar to noxC: Superoxide-generating NADPH oxidase heavy chain subunit C (Dictyostelium discoideum),0,0.333477,0,0,0,0,0,0
PYU1_G009709,Protein of unknown function,0,1.132461,0,0,0,0,0,0
PYU1_G009710,Protein of unknown function,0,0,0,0,0,0,0,0
PYU1_G009711,Similar to RBOHB: Respiratory burst oxidase homolog protein B (Solanum tuberosum),0,0.52949,0,0,0,0.087805,0,0
PYU1_G009712,Similar to Nox1: NADPH oxidase 1 (Mus musculus),0,0,0,0,0.075618,0.008641,0,0
PYU1_G009713,Protein of unknown function,0,0,0,0.820459,0.435738,0,0,0
PYU1_G009714,Protein of unknown function,9.183461,32.099404,7.75228,11.336577,15.731643,10.832746,4.350541,6.43534
PYU1_G009715,Similar to exoA: Exodeoxyribonuclease (Bacillus subtilis),0.523901,1.702165,0.207054,2.441745,0.741022,1.037336,0.379377,0.757679
PYU1_G009716,Similar to dys-1: Dystrophin-1 (Caenorhabditis elegans),11.494289,21.842165,13.446055,14.928011,12.534201,18.566212,11.230123,9.007622
PYU1_G009717,Protein of unknown function,0,0,0,0,0,0,0,0
PYU1_G009718,Protein of unknown function,0,0,0,0,0,0,0,0
PYU1_G009719,Protein of unknown function,0,0,0,0,0,0,0,0
PYU1_G009720,Protein of unknown function,0,0,0,0,0,0,0,0
PYU1_G009721,Protein of unknown function,0,0.852005,0,0,0,0,0,0
PYU1_G009722,Protein of unknown function,0,0,0,0,0,1.449307,0,0
PYU1_G009723,Similar to HCN2: Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 (Homo sapiens),1.50254,1.43758,1.454334,1.5712,1.271956,13.023677,1.866072,0.374397
PYU1_G009724,Similar to SYT3: Synaptotagmin-3 (Homo sapiens),344.104096,930.418849,714.568374,628.490377,726.118926,1110.02634,142.085047,528.208415
PYU1_G009725,Similar to ZBED1: Zinc finger BED domain-containing protein 1 (Homo sapiens),13.872775,37.369145,18.578114,18.995281,25.693789,57.922143,10.495019,15.02048
PYU1_G009726,Similar to CG9063: Protein RIC1 homolog (Drosophila melanogaster),7.562478,23.483466,14.873471,8.521002,10.137581,14.763307,11.778838,18.572471
PYU1_G009727,Similar to BOLA3: BolA-like protein 3 (Bos taurus),21.182183,34.913856,44.695995,31.672267,32.638144,45.414077,22.192536,41.925503
PYU1_G009728,Similar to RIC1: Protein Ric1 (Phytophthora infestans),340.937243,1196.657886,921.126599,1041.445069,1006.153908,2865.223712,258.260267,667.431532
PYU1_G009729,Protein of unknown function,71.576241,315.231087,72.826903,88.347343,82.811548,65.534408,70.328486,77.436003
PYU1_G009730,Similar to HCN4: Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 (Oryctolagus cuniculus),10.014374,3.517856,6.486544,2.506049,3.026244,10.773774,7.802356,1.792429
PYU1_G009731,Similar to Zfand5: AN1-type zinc finger protein 5 (Mus musculus),2873.467191,435.808929,1958.745748,870.524451,791.42728,725.923305,1863.172766,1365.969913
PYU1_G009732,Protein of unknown function,20.066379,6.508403,19.56752,6.970506,6.081811,4.609891,19.472113,14.170975
PYU1_G009733,Similar to RIC1: Protein Ric1 (Phytophthora infestans),14.630927,49.80195,24.668578,43.353235,29.758254,44.591974,36.691918,42.845387
PYU1_G009734,Similar to RIC1: Protein Ric1 (Phytophthora infestans),104.057176,68.310391,64.956472,108.074914,75.204035,256.118143,60.501116,76.889383
PYU1_G009735,Similar to 47 kDa protein (Pseudomonas chlororaphis),33.181056,88.934039,43.252969,32.090877,42.017069,41.294514,32.994708,48.805252
PYU1_G009736,Similar to pmp-3: Plasma membrane proteolipid 3 (Neurospora crassa),5.724624,16.781425,9.308436,7.489332,4.369856,26.910132,2.742837,12.014464
PYU1_G009737,Similar to RIC1: Protein Ric1 (Phytophthora infestans),1648.375035,2128.736296,2081.631228,1906.272447,1860.49442,1647.733113,1296.999784,1335.261116
PYU1_G009738,Similar to YAL018C: Uncharacterized membrane protein YAL018C (Saccharomyces cerevisiae),55.123713,206.017705,72.729758,63.663066,76.762151,147.049326,27.297478,63.052684
PYU1_G009739,Similar to AFUA_6G14090: Uncharacterized protein AFUA_6G14090 (Aspergillus fumigatus),24.068762,95.885963,27.846143,25.093086,39.81682,60.680433,11.19822,17.334111
PYU1_G009740,Similar to RIC1: Protein Ric1 (Phytophthora infestans),197.616022,296.06437,176.532256,106.199883,131.054612,90.745286,71.448933,51.967809
PYU1_G009741,Similar to Cnga2: Cyclic nucleotide-gated olfactory channel (Rattus norvegicus),0.805622,2.61748,2.503382,0.595994,0,1.635842,3.694753,1.552123
PYU1_G009742,Similar to MIMI_L320: Uncharacterized protein L320 (Acanthamoeba polyphaga mimivirus),2.369895,5.435178,3.247482,3.011435,3.255028,2.961448,2.607049,3.457816
PYU1_G009743,Similar to Znf804a: Zinc finger protein 804A (Mus musculus),2.120502,5.630366,1.91156,2.018464,1.983874,2.290941,1.756937,0.920986
PYU1_G009744,Similar to Cnga3: Cyclic nucleotide-gated cation channel alpha-3 (Mus musculus),0,1.165768,0,0,0,0.289977,0.566564,0.145151
PYU1_G009745,Similar to trmt11: tRNA guanosine-2'-O-methyltransferase TRM11 homolog (Dictyostelium discoideum),14.088375,5.059122,12.353364,8.973077,6.955082,4.30679,7.820479,2.362186
PYU1_G009746,Similar to DDB_G0271670: Uncharacterized protein DDB_G0271670 (Dictyostelium discoideum),8.181603,5.938169,10.965419,8.363795,10.032816,6.435191,4.312774,5.644469
PYU1_G009747,Similar to NOP16: Nucleolar protein 16 (Coccidioides immitis),75.452096,20.592208,53.75372,52.119635,33.14242,12.647543,108.069111,18.866605
PYU1_G009748,Similar to FPGS: Folylpolyglutamate synthase%2C mitochondrial (Bos taurus),62.001914,32.479606,48.090607,64.35637,68.041577,24.903684,33.560987,32.935925
PYU1_G009749,Protein of unknown function,11.392183,66.785094,24.590114,16.846751,12.963208,14.276744,16.891071,24.384982
PYU1_G009750,Similar to cmbl: Carboxymethylenebutenolidase homolog (Xenopus tropicalis),8.422837,5.419002,1.090939,0.493557,3.669732,5.968011,2.237754,2.07478
PYU1_G009751,Similar to AIM2: Protein AIM2 (Saccharomyces cerevisiae),0.996839,3.778541,1.204884,0,1.044415,1.584382,2.426219,1.787786
